Review,hasil_akhir,Sentimen
"pengembang kocak, tiba tiba disuruh unduh ulang 19gb, gimana orang mau nyaman main permainannya kalo harus unduh data ulang",kembang kocak tiba tiba suruh unduh ulang gb bagaimana orang mau nyaman main main kalaupun unduh data ulang,negatif
"ga mau banyak ketik, intinya benerin lagi TOLONG.. ini permainan bagus CUMA KEKURANGANNYA TERLALU BANYAK 💔😭",tidak mau banyak ketik inti benar main bagus hanya kurang terlalu banyak,negatif
Saya sangat suka dengan permainan ini meskipun chip set saya Helio g99 ultimate.tapi mohon untuk di tambahkan bahasa Indonesia saya kurang bisa bahasa Inggris,sangat suka main meski chip set hio tidak ultimate mohon tambah bahasa indonesia kurang bahasa inggris,positif
"permainan mantap,grafik bagus ,bansos nya banyak jadi gak perlu terlalu nge push main permainan buat nge gacha, Kalau yang komen patah-patah sebaiknya upgrade perangkat karena perangkat kalian kentang",main mantap grafik bagus bansos nya banyak jadi tidak perlu terlalu nge push main main buat nge gacha kalau komen patah patah baik upgrade perangkat perangkat kalian kentang,positif
Bug layar hitam,bug layar hitam,negatif
Pls jgn unduh ulang truss tiap pembaruan besar mending tah dibwh 10gb. Udh lama kasihan juga yg make kuota,pls jangan unduh ulang truss tiap baru besar mending tah dibwh gb sudah lama kasihan yang maka kuota,negatif
keren,keren,positif
gw main ni permainan di hp infinix hot 10s rada patah² tapi ni permainan lumayan seru mungkin gw bakal unduh ni permainan lagi kalo udah pembaruan perangkat 😘,saya main ini main ponsel infinix hot tuju rada patah ini main lumayan seru mungkin saya bakal unduh ini main kalaupun sudah baru perangkat,negatif
Tolong pengembang Wuwa Agar Perangkat Low Bisa Main Tanpa tutup paksa Lagi Dan Lagii Saya Main Dari Awal Tapi tutup paksa Ini Membuat Kami Tak Nyaman Bermainnya MOHON Agar Pihak WuWa Agar Memperbaiki Ataupun Mengatasi Cara Agar Kita Terkhususnya Player Wuwa,kembang wuthering waves perangkat low main tutup paksa lagi main awal tutup paksa buat tidak nyaman main mohon pihak wuthering waves baik atau atas cara khusus main wuthering waves,negatif
permainan tai gacha ampas bet anj daripada king genshin,main tai gacha ampas banget anj king genshin,negatif
"tolong dong akunku jangan dikasi hard pity terus, udah hard pity kalah rate off juga 😡😡😡😡😡😡🤬🤬🤬🤬🤬🤯🤯🤯🤯🤯🤯",dong akun jangan kasi hard pity terus sudah hard pity kalah persentase off,negatif
Panjang panjang wuthering wave,panjang panjang wuthering wave,positif
"permainannya sangat baguss sekali, dari alurnya, keahlian²nya, dan juga karakternya, walaupun agak berat tapi ini cukup baik",main sangat baguss sekali alur ahli nya karakter walaupun berat cukup baik,positif
"permainannya bagus, dari cerita, grafik, mekanik car, semuanya bagus. Tapi bisa ngga kasih tambahan bahasa Indonesia, kalo pake bahasa inggris jadi harus baca beberapa kali baru paham",main bagus cerita grafik mekanik car semua bagus tidak kasih tambah bahasa indonesia kalaupun pakai bahasa inggris jadi baca beberapa kali baru paham,positif
"Menurutku permainannya bagus,dari cerita,pertarungan,map yg luas itu udah bagus banget.tapi ada satu kekurangan BAHASA INDONESIANYA MANA!!! Asli saya rada kga paham ama ceritanya karna kga ada bahasa indonesianya tapi dari perpektif lain bagus dah jos Intinya mah semangat buat pengembangannya trus kembangin permainannya sama satu lagi adain fitur bahsa indonesianya kan biar enak kalo org indo yg kga ngerti bahsa inggris,bisa pake bahasa indo jadinya saya kasih bintang 4 dlu kalo ada bahsa indonya baru saya ksh B.5",turut main bagus cerita tarung map yang luas sudah bagus banget satu kurang bahasa indonesia mana asli rada tidak paham sama cerita karena tidak bahasa indonesia perpektif bagus sudah jos inti mah semangat buat kembang terus kembangin main sama satu adain fitur bahsa indonesia kan biar enak kalaupun orang indonesia yang tidak ngerti bahsa inggris pakai bahasa indonesia jadi kasih bintang dulu kalaupun bahsa indonya baru kasih b,positif
Cape rok kurok hard pity mulu,capek rok rok hard pity terus,negatif
"Walaupun bisa di pasang namun sangat kurang untuk permainan, sangat lag bahkan bisa dibilang 2fps layar tidak bisa ditekan",walaupun pasang sangat kurang main sangat lag bahkan bilang bingkai layar tekan,negatif
kasih lah b.indo kalo mau tambah rame,kasih lah b indonesia kalaupun mau tambah ramai,negatif
Makin pembaruan makin bagus dan juga ke hokiannya gak berubah bansos melimpah gak kaya permainan sebelah kek sampah,makin baru makin bagus hoki tidak ubah bansos limpah tidak seperti main belah seperti sampah,positif
permainan baik,main baik,positif
Terimakasih pengembang baik🖤,terima kasih kembang baik,positif
"Tolong untuk pengembangnya ketika pembaruan jangan di bikin unduh data ulang,kan jadinya ribet,jadi kedepannya tolong kalau pembaruan jangan di ipanginbdatanya biar enak",kembang baru jangan bikin unduh data ulang kan jadi ribet jadi depan kalau baru jangan ipanginbdatanya biar enak,negatif
"permainan nya bagus enak dimainkan tapi loading buat masuk ke permainan permainan nya lama banget padahal sudah pakai wifi, jaringan stabil, tolong dong min diperbaiki, terimakasih",main nya bagus enak main muat buat masuk main main nya lama banget padahal pakai wifi jaring stabil dong minimal baik terima kasih,negatif
"habis pembaruan di gamestore , knpa harus dowload ulang , sampe 20 gb .. udah 3 kali kaya gini",habis baru gamestore knpa dowload ulang sampai gb sudah kali seperti begini,negatif
"Udah setengah tahun rilis tapi gak pernah ada tambahan bahasa dalam permainan, baik bahasa indo ataupun bahasa lain, niat gak sih buat rilis global?",sudah tengah tahun rilis tidak pernah tambah bahasa main baik bahasa indonesia atau bahasa niat tidak sih buat rilis global,negatif
"Akun baru langsung dikasih cobaan, ampas banget gachanya... Malas reroll",akun baru langsung kasih coba ampas banget gachanya malas reroll,negatif
Mohon untuk memperbaiki Fitur pembaruan karena setiap pembaruan pasti unduh ulang data / replace data lama.,mohon baik fitur baru baru unduh ulang data replace data lama,negatif
Saat saya pembaruan ke 2.1 . Saya mengalami lag saat menggunakan data headphone. Saya gak tau knp saya mengalami lag padahal sinyal di henphone menunjukan 4g . Tolong di perbaiki,baru alami lag guna data headphone tidak tahu kenapa alami lag padahal sinyal henphone tunjuk tidak baik,negatif
Bahasa Indonesia nya mana,bahasa indonesia nya mana,negatif
"permainan bagus tapi tolong di buat lebih menguntungkan untuk pemain f2p seperti saya, kemarin saya pity 70 di banner Phoebe malah dapet encore 😭",main bagus buat lebih untung main f bapak kemarin pity banner phoebe malah dapat encore,negatif
permainan bangke clos mulu pas betel,main bangke tutup terus pas betel,negatif
permainan baik,main baik,positif
Selalu tutup paksa ketika melawan boss dengan banyak efek. (Poco f4 5g) grafik rata kiri. Mohon di perbaiki.,selalu tutup paksa lawan boss banyak efek poco f tidak grafik rata kiri mohon baik,negatif
Seruu,seruu,positif
Saya sarankan hp yg suka lag jangan deh main permainan kaya gini,saran ponsel yang suka lag jangan deh main main seperti begini,negatif
makasih acaranya,makasih acara,positif
"Tolong dong udah cape"" ngumpulin astrite sama radiant tide. Pull d banner phoebe 70x masa dapetnya calcaro????? Terus hicerita gachanya juga gaada. Apa masih bug pembaruan?",dong sudah capek ngumpulin astrite sama radiant tide pull di banner phoebe kali masa dapetnya calcaro terus hicerita gachanya tidak ada apa bug baru,negatif
"semakin kesini wuthering waves semakin bagus,tapi ada beberapa hal yang saya gak suka dari wuthering waves ini, terutama dari segi optimalisasi, contohnya setiap teleport itu sering banget penundaan,bahkan sampai penurunan bingkai,saya rasa itu dikarenakan kurangnya kemampuan permainannya untuk me manage memory jadi yang seharusnya saat teleport itu area yang sebelumnya di clear dari memory dan diganti dengan area yang baru,tapi ini tidak, padahal untuk waktu loading sudah cukup lama,",makin kesini wuthering waves makin bagus beberapa tidak suka wuthering waves utama segi optimalisasi contoh teleport sering banget tunda bahkan turun bingkai rasa karena kurang mampu main me manage memory jadi teleport area belum selesai memory ganti area baru padahal waktu muat cukup lama,positif
"pengembang semoga panjang umur, panjang umur permainan baik :'), sehat-sehat wuthering wifes 😂😂",kembang moga panjang umur panjang umur main baik sehat sehat wuthering wifes,positif
"Salah satu permainan baik ,,bagi FTp kita menikmati hasil kerja keras dan amal mereka Aowkwkwkkwk",salah satu main baik ftp nikmat hasil kerja keras amal aowkwkwkkwk,positif
gacor le,gacor le,positif
kenapa setiap pembaruan penyimpanan nya selalu ke hapus sendiri bagaimana cara agar tidak terhapus sendiri datanya?,baru simpan nya selalu hapus sendiri bagaimana cara hapus sendiri data,negatif
"Jumat 14 februari 2025, tolong perbaiki lagi Karena saat permainan nya penundaan. Padahal aku sudah pakai low quality. Saat aku menggunakan medium saja tidak bermasalah, sebelum pembaruan. sekarang sangat penundaan.",jumat februari baik main nya tunda padahal saya pakai low quality saya guna medium masalah baru sekarang sangat tunda,negatif
permainan nya sudah baik cuman Tidak rekomend buat chipset rendah hhe,main nya baik cuman rekomend buat chipset rendah hhe,negatif
"pake bahasa Indonesia, saya susah memahami apa yang di maksud dan Tidak menikmati cerita yang ada :(",pakai bahasa indonesia susah paham apa maksud nikmat cerita,negatif
"Kenapa tiap pembaruan patch selalu unduh full data yang gede banget, kenapa gak unduh sesuai ukuran pembaruan patch...",tiap baru patch selalu unduh full data besar banget tidak unduh sesuai ukur baru patch,negatif
permainan sangat bagus sempurna tidak seperti di seblah awokawok,main sangat bagus sempurna belah awokawok,positif
"Kenapa permainan WW tidak mendukung input tombol mouse? Gw tahu ini versi android, tapi sebagian besar permainan lain bisa menerima input tombol mouse. ""Buat apa input mouse, ga guna?"" untuk sebagian besar pengguna ponsel memang gak begitu berguna, tapi untuk pengguna samsung dex yang bisa menggunakan monitor tambahan, dimana semua inputnya dari mouse dan keyboard tentu fungsi input mouse sangat dibutuhkan. Atau kalau bisa permainanpad yang terhubung langsung konek saat membuka permainan di menu awal",main ww dukung input tombol mouse saya tahu versi android bagi besar main terima input tombol mouse buat apa input mouse tidak bagi besar guna ponsel memang tidak guna guna samsung dex guna monitor tambah semua inputnya mouse keyboard fungsi input mouse sangat butuh kalau permainanpad hubung langsung konek buka main menu awal,negatif
"pembaruan nya terlalu besar, saya tidak bisa langsung bermain dalam sehari karena tidak cukup waktu untuk menyelesaikan pembaruan nya. WiFi disini tidak secepat di kota",baru nya terlalu besar langsung main hari cukup waktu selesai baru nya wifi sini cepat kota,negatif
Mantap Charlotta wangy-wangy,mantap charlotta wangy wangy,positif
permainan baik😊,main baik,positif
Mantap banyakin bansos nya pengembang,mantap banyakin bansos nya kembang,positif
"Untuk pihak pengembang tolonglah kalau pembaruan terutama pembaruan besar, bisa nggak gak sih gak perlu unduh data nya dari awal? Buset dah, mau pembaruan aja serasa unduh ulang.",pihak kembang tolong kalau baru utama baru besar tidak sih tidak perlu unduh data nya awal buset sudah mau baru saja serasa unduh ulang,negatif
Kasih bahasa indo minn,kasih bahasa indonesia minn,negatif
minimal ada bahasa Indonesia nya biar tau cerita nya,minimal bahasa indonesia nya biar tahu cerita nya,negatif
permainan baik,main baik,positif
"Untuk pengembang Coba jangan pasang ulang pas pembaruan besaran, untuk saran unduh pembaruan nya 5 GB atau Lebih",kembang coba jangan pasang ulang pas baru besar saran unduh baru nya gb lebih,negatif
"Bagus, cuman kadang kalau setelah pembaruan mesti datanya ilang lagi, jadi harus unduh data lagi. Tolong dong perbaikin",bagus cuman kadang kalau baru mesti data ilang jadi unduh data dong baik,negatif
"pembaruan bru² aku main sering tutup paksa, trus pas banner phase 2 udah aman. Tiba² pembaruan skrg tutup paksa lagi kayak waktu itu padahal hp aku bukan hp jelek. Padahal sebelum pembaruan 2.0 main rata kanan bener² lancar. Masa tiap kali pembaruan bakal kayak gini terus, gimana mau mainnya😔",baru bru saya main sering tutup paksa terus pas banner phase sudah aman tiba baru sekarang tutup paksa seperti waktu padahal ponsel saya bukan ponsel jelek padahal baru main rata kanan benar lancar masa tiap kali baru bakal seperti begini terus bagaimana mau main,negatif
Maaf bang kuro karena sudah menjelekkan permainan anda kemarin dan terima kasih atas kebaikan anda permainan baik😁😁🥰🥰,maaf abang kuro games jelek main kemarin terima kasih atas baik main baik,positif
"Kok tiap kali pembaruan di HP infinix note 40 ku lewat Play Store selalu selalu gede terus ya bisa tembus 19GB buat unduh data padahal baru versi kemarin juga gk lama perlu pembaruan apk sama unduh data juga dengan ukuran yang sama, ini pembaruan apa unduh ulang sih lama² bisa bikin gk betah gara-gara kuota terbuang banyak buat pembaruan 1 permainan 😮‍💨, Dev tolong penjelasan donk",kok tiap kali baru ponsel infinix catat ku lewat play store selalu selalu besar terus tembus gb buat unduh data padahal baru versi kemarin tidak lama perlu baru apakah sama unduh data ukur sama baru apa unduh ulang sih lama bikin tidak betah gara gara kuota buang banyak buat baru main kembang jelas donk,negatif
Tolong untuk bahasa Indonesia nya di sediakan agar tidak repot terjemahkannya!! Dan date nya jangan di reset terus(unduh ulang) ketika pembaruan!!,bahasa indonesia nya sedia repot terjemah date nya jangan reset terus unduh ulang baru,negatif
bagus bgt permainan ini. aku cmn minta hapus karakter barongsai aj🗿 udah di spam dia mulu bosen wkwk😭🙏,bagus begitu main saya hanya minta hapus karakter barongsai aj sudah spam terus bosen wkwk,negatif
Bayangin aja kedepannya kek mana.. sempurnao cerita Gathering Wives...,bayangin saja depan seperti mana sempurnao cerita gathering wives,positif
"permainan dunia terbuka yang paling gua suka dari semua permainan dunia terbuka, keindahan pemandangan, permainan yang menarik semuanya sangat fresh",main dunia buka paling saya suka semua main dunia buka indah pandang main tarik semua sangat fresh,positif
Baik Baik permainan Baik 👍👍👍,baik baik main baik,positif
Kenapa pembaruan malah donwload ulang 19gb,baru malah donwload ulang gb,negatif
permainan NYA SERUU BANGETTT SUKA BGT SAMA permainan KAYA GINI LOV LOV KUROOO,main nya seruu banget suka begitu sama main seperti begini lov lov kurooo,positif
br pertama kali menang berturut-turut di gacha,biar pertama kali menang turut turut gacha,positif
